country,alum_survey,survey_year,consent,gep_id,school_graduation,year_program,same_residence,girl_age,n2_a1,n2_a2,n2_a3,n2_a4,n2_a5,n2_a6,n2_a7,n2_a8,n2_a9,n3_b1,n3_b2,n3_b3,n3_b4,n3_b5,n4_c1,n4_c2_a,n4_c2_b,n4_c2_c,n4_c2_d,n4_c2_e,n4_c2_f,n4_c2_g,n4_c2_h,n4_c2_i,n4_c2_j,n4_c2_k,n4_c3_a,n4_c3_b,n4_c3_c,n4_c3_d,n4_c3_e,n4_c3_f,n4_c3_g,n4_c3_h,n4_c3_i,n4_c3_j,n4_c3_k,n5_d1,n5_d2,n5_d3,n5_d4,n5_d5,n5_d6,n5_d7,n2_a4_KH,n2_a5_KH,n2_a4_NP,n2_a5_NP
Tanzania,1 Year,2024,Yes,TZ-GEP-16-0642,2019,4,0,22,Yes,Yes,,,University,Full time,0,0,,Never married,,,,,"No, never",,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,Yes,Somewhat helpful,No,To a great extent,,,,
Vietnam,0,2023,Yes,VN-GEP-15-0138,2022,7,Yes,19,Yes,Yes,,,University,Full time,0,0,,Never married,,,,,0,No,No,No,No,No,No,Yes,No,No,No,No,,,,,,,Yes,,,,,0,0,Yes,Yes,Very helpful,No,To a great extent,,,,
Vietnam,0,2023,Yes,VN-GEP-15-0496,2022,7,Yes,19,0,0,,,,,Yes,0,Yes,Never married,,,,,0,No,No,Yes,Yes,No,Yes,No,No,No,No,Yes,,,No,Partially,,No,,,,,Yes,0,0,Yes,Yes,Very helpful,No,To some extent,,,,
Vietnam,0,2023,Yes,VN-GEP-15-0362,2022,7,Yes,19,Yes,Yes,,,University,Full time,0,0,,Never married,,,,,"No, never",,,,,,,,,,,,,,,,,,,,,,,0,0,Yes,Yes,Very helpful,Yes,To a great extent,,,,
Vietnam,0,2023,Yes,VN-GEP-15-0135,2022,7,Yes,19,Yes,Yes,,,Post-Secondary -Technical/Vocational,Full time,0,0,,Never married,,,,,"No, never",,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,No,To a great extent,,,,
Vietnam,0,2023,Yes,VN-GEP-15-0098,2022,7,Yes,19,Yes,Yes,,,University,Full time,Yes,0,0,Never married,,,,,"No, never",,,,,,,,,,,,,,,,,,,,,,,0,0,0,Yes,Very helpful,No,To a great extent,,,,
Vietnam,0,2023,Yes,VN-GEP-15-0234,2022,7,Yes,19,Yes,Yes,,,University,Full time,0,0,,Never married,,,,,0,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,,,Partially,Partially,Partially,,Partially,Partially,Partially,,,0,0,Yes,Yes,Very helpful,No,To a great extent,,,,
Vietnam,0,2023,Yes,VN-GEP-15-0040,2022,7,0,19,Yes,Yes,,,University,Full time,0,0,,Never married,,,,,0,No,No,Yes,No,No,No,No,No,No,No,Yes,,,Yes,,,,,,,,Yes,0,Yes,Yes,0,,No,To a great extent,,,,
Vietnam,0,2023,Yes,VN-GEP-15-0492,2022,7,0,19,0,0,,,,,Yes,0,Yes,Never married,,,,,0,No,No,Yes,Yes,No,Yes,No,No,No,No,No,,,Yes,Partially,,Yes,,,,,,0,0,Yes,0,,No,To some extent,,,,
Vietnam,0,2023,Yes,VN-GEP-15-0018,2022,7,0,19,Yes,Yes,,,University,Full time,0,0,,Never married,,,,,0,No,No,No,No,No,No,No,Yes,No,No,No,,,,,,,,Yes,,,,0,Yes,0,Yes,Very helpful,No,To a great extent,,,,
Vietnam,0,2023,Yes,VN-GEP-15-0383,2022,7,Yes,19,0,0,,,,,Yes,0,Yes,Never married,,,,,"No, never",,,,,,,,,,,,,,,,,,,,,,,0,0,0,Yes,Very helpful,No,To some extent,,,,
Vietnam,0,2023,Yes,VN-GEP-15-0358,2022,7,0,19,0,0,,,,,Yes,0,Yes,Never married,,,,,0,Yes,No,Yes,Yes,No,No,Yes,No,Yes,No,No,Yes,,Partially,Partially,,,No,,Yes,,,0,0,Yes,Yes,Very helpful,No,To a great extent,,,,
Vietnam,0,2023,Yes,VN-GEP-15-0166,2022,7,Yes,19,0,0,,,,,Yes,0,0,Never married,,,,,"No, never",,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,No,To a great extent,,,,
Vietnam,0,2023,Yes,VN-GEP-15-0090,2022,7,Yes,20,Yes,0,0,,,,Yes,0,Yes,Never married,,,,,"No, never",,,,,,,,,,,,,,,,,,,,,,,0,Yes,Yes,Yes,Very helpful,Yes,To a great extent,,,,
Vietnam,0,2023,Yes,VN-GEP-15-0528,2022,7,Yes,19,Yes,Yes,,,University,Full time,Yes,0,Yes,Never married,,,,,"No, never",,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,No,To some extent,,,,
Vietnam,0,2023,Yes,VN-GEP-15-0559,2022,7,0,19,Yes,Yes,,,Post-Secondary -Technical/Vocational,0,0,0,,Never married,,,,,"No, never",,,,,,,,,,,,,,,,,,,,,,,0,0,0,Yes,Very helpful,No,Not at all,,,,
Vietnam,0,2023,Yes,VN-GEP-15-0194,2022,7,0,20,Yes,Yes,,,University,Full time,Yes,0,0,Never married,,,,,0,No,No,Yes,Yes,No,No,No,No,No,No,No,,,Yes,Partially,,,,,,,,0,0,Yes,Yes,Very helpful,No,To a great extent,,,,
Vietnam,0,2023,Yes,VN-GEP-15-0558,2022,7,0,19,Yes,Yes,,,University,Full time,Yes,0,Yes,Never married,,,,,"No, never",,,,,,,,,,,,,,,,,,,,,,,0,Yes,Yes,Yes,Very helpful,No,To a great extent,,,,
Vietnam,0,2023,Yes,VN-GEP-15-0328,2022,7,Yes,19,0,0,,,,,0,0,,Never married,,,,,"No, never",,,,,,,,,,,,,,,,,,,,,,,0,0,0,Yes,Very helpful,No,To some extent,,,,
Vietnam,0,2023,Yes,VN-GEP-15-0375,2022,7,0,19,Yes,Yes,,,University,Full time,0,0,,Never married,,,,,"No, never",,,,,,,,,,,,,,,,,,,,,,,0,0,0,Yes,Very helpful,No,To some extent,,,,
Vietnam,0,2023,Yes,VN-GEP-15-0013,2022,7,0,19,Yes,Yes,,,University,Full time,0,0,,Never married,,,,,0,No,No,Yes,No,Yes,No,Yes,No,No,No,Yes,,,Yes,,Partially,,Partially,,,,Yes,0,0,Yes,Yes,Very helpful,No,To a great extent,,,,
Vietnam,0,2023,Yes,VN-GEP-14-0010,2022,8,Yes,20,0,0,,,,,Yes,0,Yes,Never married,,,,,"No, never",,,,,,,,,,,,,,,,,,,,,,,0,0,Yes,Yes,Very helpful,No,To some extent,,,,
Vietnam,0,2023,Yes,VN-GEP-15-0581,2022,7,0,19,Yes,Yes,,,University,Full time,0,0,,Never married,,,,,"No, never",,,,,,,,,,,,,,,,,,,,,,,0,0,0,Yes,Very helpful,No,To some extent,,,,
Vietnam,0,2023,Yes,VN-GEP-15-0216,2022,7,Yes,19,Yes,Yes,,,University,Full time,Yes,0,Yes,Never married,,,,,0,No,No,No,No,Yes,Yes,No,Yes,No,No,Yes,,,,,No,Partially,,No,,,Yes,0,Yes,Yes,Yes,Very helpful,No,To a great extent,,,,
Vietnam,0,2023,Yes,VN-GEP-15-0449,2022,7,Yes,19,0,0,,,,,Yes,0,Yes,Never married,,,,,0,No,No,No,No,No,Yes,No,No,No,No,No,,,,,,Yes,,,,,,0,0,Yes,Yes,Somewhat helpful,No,To some extent,,,,
Vietnam,0,2023,Yes,VN-GEP-15-0043,2022,7,0,19,Yes,Yes,,,Other,Full time,Yes,0,Yes,Never married,,,,,0,No,No,Yes,Yes,No,Yes,No,No,No,No,Yes,,,Yes,Partially,,Partially,,,,,Partially,0,0,Yes,Yes,Very helpful,No,To a great extent,,,,
Vietnam,0,2023,Yes,VN-GEP-15-0563,2022,7,0,19,Yes,Yes,,,Other,Full time,Yes,0,Yes,Never married,,,,,0,No,No,No,No,No,No,No,No,No,No,Yes,,,,,,,,,,,Yes,0,Yes,Yes,Yes,Very helpful,No,To a great extent,,,,
Vietnam,0,2023,Yes,VN-GEP-14-5679,2020,7,Yes,21,Yes,Yes,,,University,Full time,0,0,,Never married,,,,,0,No,No,Yes,Yes,No,No,No,Yes,No,No,No,,,Yes,Partially,,,,Partially,,,,Yes,Yes,Yes,Yes,Somewhat helpful,,To some extent,,,,
Vietnam,0,2023,Yes,VN-GEP-15-0142,2022,7,0,19,Yes,Yes,,,University,Full time,Yes,0,0,Never married,,,,,"No, never",,,,,,,,,,,,,,,,,,,,,,,0,0,Yes,Yes,Very helpful,Yes,To a great extent,,,,
Vietnam,0,2023,Yes,VN-GEP-15-0196,2022,7,0,19,Yes,Yes,,,University,Full time,0,0,,Never married,,,,,"No, never",,,,,,,,,,,,,,,,,,,,,,,0,Yes,0,0,,No,To a great extent,,,,
Vietnam,0,2023,Yes,VN-GEP-15-0008,2022,7,Yes,19,Yes,Yes,,,University,Full time,0,0,,Never married,,,,,0,No,No,Yes,Yes,No,No,No,No,No,No,No,,,Partially,Partially,,,,,,,,0,0,0,0,,No,To a great extent,,,,
Vietnam,0,2023,Yes,VN-GEP-15-0513,2022,7,0,19,Yes,Yes,,,University,Full time,0,0,,Never married,,,,,0,Yes,No,No,No,No,No,No,No,No,No,No,Yes,,,,,,,,,,,0,Yes,Yes,Yes,Very helpful,No,To a great extent,,,,
Vietnam,0,2023,Yes,VN-GEP-15-0093,2022,7,0,19,Yes,Yes,,,University,Full time,0,0,,Never married,,,,,0,No,No,No,Yes,Yes,No,No,No,No,No,No,,,,Partially,Partially,,,,,,,0,0,Yes,0,,No,To some extent,,,,
Vietnam,0,2023,Yes,VN-GEP-15-0309,2022,7,0,19,Yes,Yes,,,University,Full time,Yes,0,Yes,Never married,,,,,0,No,No,No,No,No,No,No,No,No,No,Yes,,,,,,,,,,,Yes,0,0,Yes,Yes,Very helpful,No,To some extent,,,,
Vietnam,0,2023,Yes,VN-GEP-15-0016,2022,7,Yes,20,0,0,,,,,Yes,0,Yes,Never married,,,,,"No, never",,,,,,,,,,,,,,,,,,,,,,,0,0,0,Yes,Somewhat helpful,No,To a great extent,,,,
Vietnam,0,2023,Yes,VN-GEP-15-0192,2022,7,Yes,19,Yes,Yes,,,University,Full time,0,0,,Never married,,,,,"No, never",,,,,,,,,,,,,,,,,,,,,,,0,0,Yes,Yes,Very helpful,No,To a great extent,,,,
Vietnam,0,2023,Yes,VN-GEP-15-0260,2022,7,Yes,19,Yes,Yes,,,University,Full time,0,0,,Never married,,,,,0,No,No,No,No,No,No,Yes,No,No,No,No,,,,,,,Partially,,,,,0,0,Yes,Yes,Very helpful,Yes,To some extent,,,,
Vietnam,0,2023,Yes,VN-GEP-15-0263,2022,7,0,19,Yes,Yes,,,Post-Secondary -Technical/Vocational,0,0,0,,Never married,,,,,0,No,No,Yes,No,No,Yes,No,Yes,No,No,No,,,Yes,,,Yes,,Yes,,,,0,0,0,0,,No,To some extent,,,,
Vietnam,0,2023,Yes,VN-GEP-13-1274,2022,7,0,23,Yes,Yes,,,University,Full time,Yes,0,0,Never married,,,,,0,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,Partially,,Partially,Partially,Partially,Partially,Partially,,,,Partially,0,Yes,Yes,Yes,Somewhat helpful,Yes,To some extent,,,,
Vietnam,0,2023,Yes,VN-GEP-15-1084,2022,7,Yes,19,Yes,Yes,,,University,Full time,0,0,,Never married,,,,,"No, never",,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,Yes,Somewhat helpful,No,To a great extent,,,,
Vietnam,0,2023,Yes,VN-GEP-15-0039,2022,7,Yes,19,0,0,,,,,Yes,0,Yes,Never married,,,,,0,No,No,Yes,Yes,No,No,No,No,No,No,No,,,Yes,Yes,,,,,,,,0,Yes,Yes,Yes,Very helpful,No,To a great extent,,,,
Vietnam,0,2024,Yes,VN-GEP-16-0490,2023,7,0,19,0,0,,,,,Yes,0,Yes,Never married,,,,,"No, never",,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,No,To some extent,,,,
Vietnam,0,2024,Yes,VN-GEP-16-0533,2023,7,0,19,Yes,Yes,,,Post-Secondary -Technical/Vocational,0,Yes,0,Yes,Never married,,,,,0,Yes,No,Yes,Yes,No,No,No,No,Yes,No,No,Yes,,Yes,Partially,,,,,Yes,,,Yes,Yes,Yes,Yes,Very helpful,Yes,To a great extent,,,,
Vietnam,0,2024,Yes,VN-GEP-16-0280,2023,7,Yes,19,Yes,Yes,,,Medical Degree,Full time,0,0,,Never married,,,,,"No, never",,,,,,,,,,,,,,,,,,,,,,,0,Yes,Yes,Yes,Somewhat helpful,No,To some extent,,,,
Vietnam,0,2024,Yes,VN-GEP-16-0068,2023,7,0,19,0,0,,,,,Yes,0,Yes,Never married,,,,,0,No,No,No,No,No,No,Yes,No,No,No,Yes,,,,,,,Partially,,,,Partially,0,0,Yes,Yes,Somewhat helpful,No,To a great extent,,,,
Vietnam,0,2024,Yes,VN-GEP-16-0497,2023,7,0,19,Yes,Yes,,,Post-Secondary -Technical/Vocational,Full time,Yes,0,Yes,Never married,,,,,0,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,,Partially,Partially,Partially,Yes,Partially,,,,Partially,0,Yes,Yes,Yes,Very helpful,Yes,To a great extent,,,,
Vietnam,0,2024,Yes,VN-GEP-16-0038,2023,7,Yes,19,0,0,,,,,0,0,,Never married,,,,,0,Yes,No,No,Yes,No,No,Yes,No,No,No,No,Partially,,,Partially,,,Partially,,,,,0,0,Yes,Yes,Somewhat helpful,Yes,To some extent,,,,
Vietnam,0,2024,Yes,VN-GEP-16-0133,2023,7,Yes,19,0,0,,,,,Yes,0,Yes,Never married,,,,,0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Yes,Yes,Partially,Partially,Yes,Yes,Partially,,,,,Yes,Yes,Yes,Yes,Somewhat helpful,No,To some extent,,,,
Vietnam,0,2024,Yes,VN-GEP-16-0601,2023,7,Yes,19,Yes,Yes,,,Post-Secondary -Technical/Vocational,0,Yes,0,Yes,Never married,,,,,"yes, all the time",No,No,No,No,No,Yes,Yes,No,No,No,No,,,,,,Partially,Partially,,,,,0,Yes,Yes,0,,No,To some extent,,,,
Vietnam,0,2024,Yes,VN-GEP-16-0413,2023,7,Yes,19,Yes,Yes,,,Other,Full time,0,0,,Never married,,,,,"No, never",,,,,,,,,,,,,,,,,,,,,,,0,Yes,Yes,Yes,Very helpful,No,To a great extent,,,,
Vietnam,0,2024,Yes,VN-GEP-16-0434,2023,7,0,19,Yes,Yes,,,University,Full time,0,0,,Never married,,,,,"No, never",,,,,,,,,,,,,,,,,,,,,,,0,Yes,Yes,Yes,Somewhat helpful,No,To some extent,,,,
Vietnam,0,2024,Yes,VN-GEP-16-0170,2023,7,Yes,19,0,0,,,,,Yes,0,Yes,Never married,,,,,"No, never",,,,,,,,,,,,,,,,,,,,,,,0,Yes,Yes,Yes,Somewhat helpful,No,To a great extent,,,,
Vietnam,0,2024,Yes,VN-GEP-16-0113,2023,7,Yes,19,Yes,Yes,,,Other,0,0,0,,Never married,,,,,0,No,No,Yes,Yes,No,No,No,No,No,No,No,,,Partially,Partially,,,,,,,,0,0,0,Yes,Very helpful,Yes,To some extent,,,,
Vietnam,0,2024,Yes,VN-GEP-16-0045,2023,7,0,19,Yes,Yes,,,Medical Degree,Full time,0,0,,Never married,,,,,0,No,No,Yes,Yes,No,No,Yes,No,No,No,No,,,Partially,No,,,Partially,,,,,0,0,Yes,Yes,Very helpful,Yes,To a great extent,,,,
Vietnam,0,2024,Yes,VN-GEP-16-0096,2023,7,Yes,19,Yes,Yes,,,Other,Full time,Yes,0,Yes,Never married,,,,,0,No,No,Yes,No,No,No,No,No,No,No,No,,,Yes,,,,,,,,,0,Yes,Yes,Yes,Somewhat helpful,No,To a great extent,,,,
Vietnam,0,2024,Yes,VN-GEP-16-0578,2023,7,Yes,19,Yes,Yes,,,Other,0,Yes,0,0,Never married,,,,,0,Yes,No,No,Yes,Yes,Yes,Yes,No,No,No,Yes,Partially,,,Partially,Partially,Partially,Yes,,,,Partially,0,Yes,Yes,0,,No,To a great extent,,,,
Vietnam,0,2024,Yes,VN-GEP-16-0251,2023,7,Yes,19,Yes,Yes,,,University,Full time,0,0,,Never married,,,,,0,Yes,No,No,No,No,Yes,Yes,Yes,Yes,No,No,Yes,,,,,Partially,Partially,Partially,Partially,,,0,Yes,Yes,Yes,Very helpful,Yes,To a great extent,,,,
Vietnam,0,2024,Yes,VN-GEP-16-0366,2023,7,Yes,20,0,0,,,,,Yes,0,Yes,Married,20,0,,,0,No,No,No,No,No,Yes,No,No,No,No,No,,,,,,No,,,,,,0,Yes,Yes,Yes,Very helpful,No,To a great extent,,,,
Vietnam,0,2024,Yes,VN-GEP-16-0498,2023,7,Yes,19,Yes,Yes,,,Other,Full time,Yes,0,0,Never married,,,,,0,No,No,Yes,Yes,No,No,Yes,No,No,No,Yes,,,Yes,Yes,,,Yes,,,,Partially,0,0,Yes,Yes,Somewhat helpful,No,To a great extent,,,,
Vietnam,0,2024,Yes,VN-GEP-16-0064,2023,7,0,19,0,0,,,,,Yes,0,Yes,Never married,,,,,0,No,No,Yes,Yes,No,Yes,Yes,No,No,No,Yes,,,Yes,Yes,,Yes,Yes,,,,Yes,0,Yes,Yes,Yes,Very helpful,Yes,To a great extent,,,,
Vietnam,0,2024,Yes,VN-GEP-16-0105,2023,7,0,19,Yes,Yes,,,University,Full time,0,0,,Never married,,,,,0,No,No,Yes,No,No,No,No,Yes,Yes,No,No,,,Yes,,,,,Partially,Yes,,,Yes,Yes,Yes,Yes,Very helpful,Yes,To a great extent,,,,
Vietnam,0,2024,Yes,VN-GEP-16-0065,2023,7,0,19,0,0,,,,,0,Yes,Yes,Married,20,Yes,1,20,"No, never",,,,,,,,,,,,,,,,,,,,,,,0,0,Yes,Yes,Very helpful,No,To some extent,,,,
Vietnam,0,2024,Yes,VN-GEP-16-0485,2023,7,Yes,19,Yes,Yes,,,Other,Full time,0,0,,Never married,,,,,"No, never",,,,,,,,,,,,,,,,,,,,,,,0,Yes,Yes,0,,No,To some extent,,,,
Vietnam,0,2024,Yes,VN-GEP-16-0255,2023,7,Yes,19,Yes,Yes,,,University,Full time,Yes,0,Yes,Never married,,,,,0,No,No,Yes,No,No,Yes,Yes,Yes,No,No,No,,,Yes,,,Partially,Yes,Partially,,,,0,0,Yes,0,,No,To some extent,,,,
Vietnam,0,2024,Yes,VN-GEP-16-0175,2023,7,Yes,19,0,0,,,,,0,0,,Never married,,,,,0,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,,,,,,,,,0,0,0,0,,No,To some extent,,,,
Vietnam,0,2024,Yes,VN-GEP-16-0292,2023,7,0,19,0,0,,,,,Yes,0,Yes,Never married,,,,,"No, never",,,,,,,,,,,,,,,,,,,,,,,0,0,Yes,Yes,Somewhat helpful,No,To a great extent,,,,
Vietnam,0,2024,Yes,VN-GEP-16-0470,2023,7,Yes,19,0,0,,,,,Yes,0,Yes,Never married,,,,,0,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,,,No,Partially,Partially,Partially,Yes,,,,,0,Yes,0,0,,No,To a great extent,,,,
Vietnam,0,2024,Yes,VN-GEP-16-0513,2023,7,Yes,19,0,0,,,,,Yes,0,Yes,Never married,,,,,0,No,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,,,,Yes,Partially,Partially,Partially,Partially,,,,0,0,0,0,,No,To some extent,,,,
Vietnam,0,2024,Yes,VN-GEP-16-0347,2023,7,Yes,19,Yes,Yes,,,Medical Degree,Full time,0,0,,Never married,,,,,"No, never",,,,,,,,,,,,,,,,,,,,,,,0,0,Yes,Yes,Somewhat helpful,No,To a great extent,,,,
Vietnam,0,2024,Yes,VN-GEP-16-0230,2023,7,Yes,19,0,0,,,,,Yes,0,Yes,Never married,,,,,0,No,No,Yes,Yes,No,Yes,Yes,No,No,No,Yes,,,Yes,Yes,,Yes,Yes,,,,Yes,0,Yes,Yes,Yes,Very helpful,No,To a great extent,,,,
Vietnam,0,2024,Yes,VN-GEP-16-0341,2023,7,Yes,19,0,0,,,,,Yes,0,Yes,Never married,,,,,0,No,No,No,Yes,No,No,No,No,No,No,No,,,,Yes,,,,,,,,0,0,0,0,,No,To a great extent,,,,
Vietnam,0,2024,Yes,VN-GEP-16-0479,2023,7,Yes,19,0,0,,,,,Yes,0,Yes,Never married,,,,,0,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,,,,,,,,,,0,Yes,Yes,Yes,Somewhat helpful,No,To some extent,,,,
Vietnam,0,2024,Yes,VN-GEP-16-0432,2023,7,Yes,19,Yes,Yes,,,University,Full time,0,0,,Never married,,,,,"No, never",,,,,,,,,,,,,,,,,,,,,,,0,Yes,Yes,Yes,Very helpful,No,To a great extent,,,,
Vietnam,0,2024,Yes,VN-GEP-16-0464,2023,7,0,19,0,0,,,,,Yes,0,Yes,Never married,,,,,0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Partially,Yes,Partially,Yes,Partially,Yes,,Partially,Partially,0,Yes,Yes,Yes,Very helpful,No,To some extent,,,,
Vietnam,0,2024,Yes,VN-GEP-16-0510,2023,7,0,19,Yes,Yes,,,University,Full time,0,0,,Never married,,,,,"No, never",,,,,,,,,,,,,,,,,,,,,,,0,0,0,Yes,Very helpful,Yes,To a great extent,,,,
Vietnam,0,2024,Yes,VN-GEP-16-0371,2023,7,Yes,19,Yes,Yes,,,University,Full time,0,0,,Never married,,,,,"No, never",,,,,,,,,,,,,,,,,,,,,,,0,0,Yes,Yes,Somewhat helpful,No,To a great extent,,,,
Vietnam,0,2024,Yes,VN-GEP-16-0054,2023,7,Yes,19,Yes,Yes,,,Other,0,0,0,,Never married,,,,,"No, never",,,,,,,,,,,,,,,,,,,,,,,0,Yes,Yes,Yes,Somewhat helpful,Yes,To a great extent,,,,
Vietnam,1 Year,2023,Yes,VN-GEP-11-0091,2018,7,Yes,23,Yes,Yes,,,University,Full time,Yes,0,Yes,Never married,,,,,"No, never",,,,,,,,,,,,,,,,,,,,,,,0,0,Yes,Yes,Very helpful,Yes,To some extent,,,,
Vietnam,1 Year,2023,Yes,VN-GEP-14-0419,2018,4,0,23,Yes,0,Yes,University,,,Yes,0,Yes,Never married,,,,,"No, never",,,,,,,,,,,,,,,,,,,,,,,0,0,0,Yes,Very helpful,No,To a great extent,,,,
Vietnam,1 Year,2023,Yes,VN-GEP-11-0089,2018,7,0,23,Yes,Yes,,,Engineering Degree,Full time,0,0,,Never married,,,,,"No, never",,,,,,,,,,,,,,,,,,,,,,,0,Yes,Yes,Yes,Very helpful,No,To a great extent,,,,
Vietnam,1 Year,2023,Yes,VN-GEP-11-0115,2018,7,0,23,Yes,0,Yes,Other,,,Yes,0,Yes,Never married,,,,,0,No,No,No,Yes,No,No,No,No,No,No,Yes,,,,Yes,,,,,,,Yes,0,Yes,0,Yes,Somewhat helpful,No,To some extent,,,,
Vietnam,1 Year,2023,Yes,VN-GEP-11-0200,2018,7,0,23,Yes,0,Yes,University,,,Yes,0,Yes,Never married,,,,,"No, never",,,,,,,,,,,,,,,,,,,,,,,0,0,Yes,Yes,Very helpful,No,To a great extent,,,,
Vietnam,1 Year,2023,Yes,VN-GEP-11-0125,2018,7,Yes,23,0,0,,,,,0,Yes,Yes,Married,23,Yes,1,23,"No, never",,,,,,,,,,,,,,,,,,,,,,,0,Yes,Yes,Yes,Somewhat helpful,Yes,To a great extent,,,,
Vietnam,1 Year,2023,Yes,VN-GEP-11-0026,2018,7,0,23,0,0,,,,,Yes,0,Yes,Married,22,0,,,"No, never",,,,,,,,,,,,,,,,,,,,,,,0,0,0,Yes,Somewhat helpful,No,To a great extent,,,,
Vietnam,1 Year,2023,Yes,VN-GEP-11-0039,2018,7,Yes,23,Yes,0,Yes,Other,,,Yes,0,Yes,Never married,,,,,0,No,No,Yes,Yes,No,No,No,No,No,No,No,,,Yes,Yes,,,,,,,,Yes,Yes,Yes,Yes,Somewhat helpful,Yes,To some extent,,,,
Vietnam,1 Year,2023,Yes,VN-GEP-11-0054,2018,7,0,23,Yes,Yes,,,University,Full time,Yes,0,0,Never married,,,,,"No, never",,,,,,,,,,,,,,,,,,,,,,,0,0,0,Yes,Very helpful,Yes,To some extent,,,,
Vietnam,1 Year,2023,Yes,VN-GEP-11-0168,2018,7,0,23,0,0,,,,,Yes,0,Yes,Never married,,,,,"No, never",,,,,,,,,,,,,,,,,,,,,,,0,0,Yes,Yes,Somewhat helpful,Yes,To some extent,,,,
Vietnam,1 Year,2023,Yes,VN-GEP-11-0222,2018,7,0,23,Yes,Yes,,,University,Full time,Yes,0,Yes,Never married,,,,,"No, never",,,,,,,,,,,,,,,,,,,,,,,0,0,Yes,Yes,Very helpful,No,To a great extent,,,,
Vietnam,1 Year,2023,Yes,VN-GEP-11-0163,2018,7,0,23,Yes,Yes,,,Other,0,Yes,0,Yes,Married,22,Yes,1,22,0,Yes,Yes,No,Yes,Yes,No,No,No,Yes,No,Yes,Yes,Partially,,Partially,Yes,,,,Partially,,Partially,0,0,0,0,,No,To some extent,,,,
Vietnam,1 Year,2023,Yes,VN-GEP-11-0150,2018,7,Yes,23,0,0,,,,,Yes,0,Yes,Never married,,,,,"No, never",,,,,,,,,,,,,,,,,,,,,,,0,Yes,Yes,Yes,Very helpful,No,To a great extent,,,,
Vietnam,1 Year,2023,Yes,VN-GEP-11-0060,2018,7,0,23,Yes,Yes,,,Other,Full time,Yes,0,Yes,Never married,,,,,0,No,No,No,No,Yes,No,Yes,No,No,No,No,,,,,Yes,,Partially,,,,,0,0,Yes,Yes,Very helpful,No,To a great extent,,,,
Vietnam,1 Year,2023,Yes,VN-GEP-11-0257,2018,7,0,23,Yes,Yes,,,University,Full time,Yes,0,Yes,Never married,,,,,"No, never",,,,,,,,,,,,,,,,,,,,,,,0,0,Yes,Yes,Very helpful,No,To a great extent,,,,
Vietnam,1 Year,2023,Yes,VN-GEP-11-0062,2018,7,0,23,Yes,0,Yes,University,,,Yes,0,Yes,Never married,,,,,"No, never",,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,0,Yes,Very helpful,Yes,To a great extent,,,,
Vietnam,1 Year,2023,Yes,VN-GEP-11-0037,2018,7,Yes,23,0,0,,,,,Yes,0,Yes,Never married,,,,,0,Yes,No,Yes,Yes,No,No,No,No,No,No,No,Partially,,Partially,Partially,,,,,,,,0,0,Yes,Yes,Very helpful,No,To a great extent,,,,
Vietnam,1 Year,2023,Yes,VN-GEP-11-0028,2018,7,0,23,0,0,,,,,0,0,,Married,21,Yes,1,22,"No, never",,,,,,,,,,,,,,,,,,,,,,,0,0,0,Yes,Very helpful,No,To a great extent,,,,
Vietnam,1 Year,2023,Yes,VN-GEP-11-0011,2018,7,Yes,23,0,0,,,,,Yes,0,Yes,Married,20,Yes,2,20,0,Yes,Yes,No,No,No,Yes,Yes,No,No,No,No,Yes,Yes,,,,Yes,Yes,,,,,0,Yes,Yes,Yes,Very helpful,No,To a great extent,,,,
Vietnam,1 Year,2023,Yes,VN-GEP-11-0236,2018,7,0,23,Yes,0,Yes,Other,,,Yes,0,Yes,Married,20,Yes,1,21,"No, never",,,,,,,,,,,,,,,,,,,,,,,0,0,Yes,Yes,Very helpful,No,To some extent,,,,
Vietnam,1 Year,2023,Yes,VN-GEP-11-0183,2018,7,0,23,Yes,0,Yes,University,,,Yes,0,Yes,Never married,,,,,0,Yes,No,No,Yes,No,No,No,No,No,No,No,Yes,,,Yes,,,,,,,,0,0,Yes,Yes,Very helpful,No,To some extent,,,,
